,doi,fk_idx,cole_idx,date
22,s41559-020-1270-y,18.6,25.87,2020-07-27T00:00:00Z
23,s41550-020-1166-4,14.2,17.64,2020-07-27T00:00:00Z
24,s41559-020-01292-0,17.8,48.84,2020-07-30T00:00:00Z
25,s41559-020-1266-7,17.8,25.35,2020-07-24T00:00:00Z
26,s41559-020-1097-6,13.8,39.25,2020-02-03T00:00:00Z
27,s41538-020-00079-8,14.5,23.54,2020-11-04T00:00:00Z
28,s41551-020-0573-2,17.5,30.55,2020-06-22T00:00:00Z
29,s41538-020-00077-w,18.5,26.27,2020-11-02T00:00:00Z
30,s41559-019-1088-7,13.6,43.13,2020-02-10T00:00:00Z
0,s41398-020-01077-w,19.5,29.17,2020-11-06T00:00:00Z
1,s41558-020-00932-4,14.1,51.56,2020-09-22T00:00:00Z
2,s41598-020-76465-9,16.7,27.42,2020-11-06T00:00:00Z
3,s41598-020-75054-0,16.0,27.14,2020-11-06T00:00:00Z
4,s41598-020-74878-0,17.1,25.45,2020-10-21T00:00:00Z
5,s41598-020-79215-z,16.3,26.55,2020-12-17T00:00:00Z
6,s41598-020-79199-w,17.6,27.83,2020-12-16T00:00:00Z
7,s41598-020-77579-w,16.3,25.74,2020-12-17T00:00:00Z
8,s41598-020-78786-1,14.5,27.76,2020-12-16T00:00:00Z
9,s41598-020-79281-3,18.1,31.14,2020-12-17T00:00:00Z
10,s41598-020-79182-5,14.5,25.15,2020-12-17T00:00:00Z
11,s41598-020-79206-0,16.9,26.27,2020-12-16T00:00:00Z
12,s41598-020-79107-2,16.5,27.42,2020-12-16T00:00:00Z
13,s41598-020-78079-7,19.0,28.71,2020-12-17T00:00:00Z
14,s41598-020-79357-0,16.3,32.06,2020-12-17T00:00:00Z
15,s41598-020-78232-2,19.3,31.14,2020-12-17T00:00:00Z
16,s41598-020-78906-x,23.5,46.39,2020-12-17T00:00:00Z
17,s41598-020-78345-8,16.1,23.83,2020-12-17T00:00:00Z
18,s41598-020-79286-y,18.1,30.33,2020-12-17T00:00:00Z
19,s41598-020-78463-3,16.1,26.08,2020-12-17T00:00:00Z
20,s41598-020-78675-7,13.5,24.8,2020-12-16T00:00:00Z
21,s41598-020-79420-w,15.4,24.58,2020-12-17T00:00:00Z
22,s41598-020-79406-8,15.4,25.91,2020-12-17T00:00:00Z
23,s41598-020-78826-w,15.8,27.65,2020-12-17T00:00:00Z
24,s41598-020-78416-w,17.6,26.5,2020-12-17T00:00:00Z
25,s41598-020-79213-1,15.5,25.04,2020-12-17T00:00:00Z
26,s41598-020-79114-3,17.2,26.85,2020-12-17T00:00:00Z
27,s41598-020-79015-5,15.8,26.56,2020-12-17T00:00:00Z
28,s41598-020-79142-z,16.8,22.97,2020-12-17T00:00:00Z
29,s41598-020-77725-4,15.8,25.45,2020-12-17T00:00:00Z
30,s41598-020-78977-w,16.2,29.91,2020-12-17T00:00:00Z
31,s41598-020-78220-6,17.8,30.67,2020-12-17T00:00:00Z
0,s43018-020-0032-8,20.3,33.0,2020-02-10T00:00:00Z
1,s43018-020-0029-3,15.8,22.33,2020-02-17T00:00:00Z
2,s43018-019-0018-6,20.9,35.43,2020-01-20T00:00:00Z
3,s43018-020-0063-1,18.1,25.18,2020-04-28T00:00:00Z
4,s43018-020-0050-6,17.5,31.83,2020-04-13T00:00:00Z
5,s43018-020-0046-2,16.5,29.62,2020-04-13T00:00:00Z
6,s43246-020-0033-2,15.8,28.23,2020-06-12T00:00:00Z
7,s43246-020-0036-z,15.9,27.54,2020-06-05T00:00:00Z
8,s43246-020-0035-0,16.2,28.0,2020-06-11T00:00:00Z
9,s43018-019-0012-z,19.1,31.84,2020-01-13T00:00:00Z
10,s43018-019-0023-9,13.3,14.91,2020-01-13T00:00:00Z
11,s43018-019-0013-y,18.4,27.43,2020-01-13T00:00:00Z
12,s43018-019-0017-7,28.1,47.28,2020-01-13T00:00:00Z
13,s43018-020-0058-y,20.8,35.9,2020-04-13T00:00:00Z
14,s43018-020-0055-1,21.6,25.59,2020-04-06T00:00:00Z
15,s43018-020-0062-2,13.1,13.0,2020-04-09T00:00:00Z
16,s43018-020-0040-8,15.7,26.79,2020-03-09T00:00:00Z
0,s42004-020-00434-6,17.7,31.25,2020-12-17T00:00:00Z
1,s42003-020-01505-z,16.0,24.35,2020-12-16T00:00:00Z
2,s42003-020-01491-2,16.9,27.83,2020-12-17T00:00:00Z
3,s42003-020-01508-w,17.4,26.61,2020-12-16T00:00:00Z
4,s42003-020-01515-x,16.3,27.71,2020-12-17T00:00:00Z
5,s42003-020-01522-y,18.0,28.7,2020-12-17T00:00:00Z
6,s41929-020-00504-x,16.2,28.12,2020-09-07T00:00:00Z
7,s42003-020-01504-0,16.9,28.47,2020-12-17T00:00:00Z
8,s42003-020-01476-1,16.9,28.06,2020-12-16T00:00:00Z
9,s41893-020-0586-6,16.3,26.72,2020-08-03T00:00:00Z
10,s41929-020-0443-z,16.2,31.75,2020-04-06T00:00:00Z
11,s42005-020-00463-6,16.6,29.21,2020-11-04T00:00:00Z
12,s42003-020-01495-y,19.0,27.43,2020-12-14T00:00:00Z
13,s42003-020-01507-x,17.0,26.85,2020-12-15T00:00:00Z
14,s42003-020-01514-y,17.5,28.12,2020-12-15T00:00:00Z
15,s42003-020-01500-4,17.0,25.92,2020-12-14T00:00:00Z
16,s42003-020-01489-w,14.6,26.89,2020-12-14T00:00:00Z
17,s42005-020-00498-9,18.1,31.02,2020-12-15T00:00:00Z
18,s42003-020-01419-w,15.1,26.49,2020-12-14T00:00:00Z
19,s42003-020-01461-8,16.9,26.61,2020-12-14T00:00:00Z
20,s42003-020-01525-9,16.5,27.25,2020-12-15T00:00:00Z
21,s41929-020-0434-0,18.1,32.81,2020-03-23T00:00:00Z
22,s41929-020-0441-1,15.9,26.54,2020-03-16T00:00:00Z
23,s42005-020-00472-5,17.4,30.84,2020-10-30T00:00:00Z
24,s41893-020-0485-x,16.2,26.78,2020-03-02T00:00:00Z
25,s41929-020-00508-7,16.0,29.1,2020-09-21T00:00:00Z
26,s41893-020-0589-3,18.9,29.11,2020-08-24T00:00:00Z
27,s41929-020-0497-y,14.6,26.66,2020-08-24T00:00:00Z
28,s41929-020-0495-0,19.5,36.52,2020-08-24T00:00:00Z
0,s41599-020-00562-3,17.1,18.51,2020-08-19T00:00:00Z
1,s41599-020-00539-2,18.8,25.06,2020-08-14T00:00:00Z
2,s41599-020-00558-z,18.6,29.23,2020-08-12T00:00:00Z
3,s41599-020-00560-5,17.9,28.24,2020-08-19T00:00:00Z
4,s41597-020-00766-x,19.9,27.55,2020-12-01T00:00:00Z
5,s41597-020-00705-w,26.1,45.47,2020-11-04T00:00:00Z
6,s41439-020-00114-w,16.7,27.42,2020-09-18T00:00:00Z
7,s41407-020-0462-2,15.4,18.28,2020-11-20T00:00:00Z
8,s41407-020-0468-9,11.5,19.14,2020-11-20T00:00:00Z
9,s41407-020-0467-x,20.1,25.18,2020-11-20T00:00:00Z
10,s41407-020-0465-z,19.0,24.89,2020-11-20T00:00:00Z
11,s41407-020-0463-1,17.4,26.21,2020-11-20T00:00:00Z
12,s41407-020-0491-x,16.6,21.99,2020-11-20T00:00:00Z
13,s41407-020-0469-8,18.2,19.15,2020-11-20T00:00:00Z
14,s41407-020-0470-2,16.2,24.35,2020-11-20T00:00:00Z
15,s41407-020-0466-y,16.6,21.81,2020-11-20T00:00:00Z
16,s41407-020-0464-0,20.1,25.01,2020-11-20T00:00:00Z
17,s41407-020-0471-1,7.2,15.9,2020-11-20T00:00:00Z
18,s41599-020-00551-6,17.0,30.16,2020-08-04T00:00:00Z
19,s41599-020-0532-2,16.7,27.95,2020-08-10T00:00:00Z
20,s41599-020-00542-7,17.7,29.87,2020-08-03T00:00:00Z
21,s41599-020-00533-8,19.0,27.5,2020-08-03T00:00:00Z
22,s41599-020-00552-5,16.0,17.93,2020-08-05T00:00:00Z
23,s41599-020-00540-9,19.8,33.88,2020-08-03T00:00:00Z
24,s41599-020-00555-2,18.7,28.95,2020-08-05T00:00:00Z
25,s41599-020-00543-6,18.9,28.31,2020-08-05T00:00:00Z
26,s41599-020-00541-8,18.3,20.89,2020-08-03T00:00:00Z
27,s41599-020-00549-0,18.0,30.04,2020-08-05T00:00:00Z
28,s41599-020-00544-5,17.5,25.06,2020-08-04T00:00:00Z
29,s41599-020-00625-5,21.6,53.43,2020-10-19T00:00:00Z
30,s41439-020-00112-y,19.1,28.95,2020-09-14T00:00:00Z
31,s41439-020-0109-z,16.4,24.88,2020-08-07T00:00:00Z
32,s41599-020-0525-1,21.4,17.13,2020-07-27T00:00:00Z
33,s41438-020-00344-7,16.3,23.6,2020-08-01T00:00:00Z
0,s41597-020-0430-x,19.8,53.12,2020-04-16T00:00:00Z
1,s41407-020-0309-x,23.9,45.41,2020-04-17T00:00:00Z
2,s41407-020-0291-3,13.9,25.29,2020-04-17T00:00:00Z
3,s41407-020-0296-y,22.9,34.35,2020-04-17T00:00:00Z
4,s41597-020-0514-7,17.0,25.63,2020-06-16T00:00:00Z
5,s41438-020-0253-0,16.0,27.14,2020-02-21T00:00:00Z
6,s41438-020-0239-y,16.8,27.48,2020-02-01T00:00:00Z
7,s41597-020-0521-8,16.1,28.17,2020-06-17T00:00:00Z
8,s41438-020-0241-4,20.9,36.99,2020-02-01T00:00:00Z
9,s41597-020-0497-4,15.6,23.94,2020-06-05T00:00:00Z
10,s41597-020-0517-4,16.3,23.13,2020-06-11T00:00:00Z
11,s41407-020-0307-z,19.3,21.59,2020-04-17T00:00:00Z
12,s41438-019-0237-0,16.4,27.59,2020-02-01T00:00:00Z
13,s41407-020-0292-2,21.5,19.1,2020-04-17T00:00:00Z
14,s41407-020-0298-9,16.6,16.77,2020-04-17T00:00:00Z
15,s41407-020-0297-x,23.7,25.3,2020-04-17T00:00:00Z
16,s41597-020-0495-6,19.1,30.96,2020-05-25T00:00:00Z
17,s41438-019-0235-2,20.7,37.33,2020-01-06T00:00:00Z
18,s41597-020-0479-6,18.9,29.91,2020-05-28T00:00:00Z
19,s41438-019-0223-6,15.4,26.14,2020-01-01T00:00:00Z
20,s41438-019-0233-4,15.4,23.84,2020-01-07T00:00:00Z
21,s41597-020-0496-5,17.8,29.1,2020-05-27T00:00:00Z
22,s41597-020-0483-x,21.6,34.5,2020-05-26T00:00:00Z
23,s41597-020-0503-x,17.9,28.52,2020-06-01T00:00:00Z
24,s41597-020-0499-2,18.1,29.4,2020-05-27T00:00:00Z
25,s41438-019-0224-5,15.6,23.31,2020-01-01T00:00:00Z
26,s41438-019-0231-6,15.4,26.26,2020-01-01T00:00:00Z
27,s41597-020-0494-7,17.4,27.19,2020-05-21T00:00:00Z
28,s41597-020-0501-z,17.0,26.9,2020-05-27T00:00:00Z
29,s41597-020-0478-7,17.2,25.92,2020-05-28T00:00:00Z
30,s41438-019-0222-7,15.4,24.87,2020-01-01T00:00:00Z
0,s41599-020-0524-2,19.7,22.4,2020-07-08T00:00:00Z
1,s41599-020-0522-4,20.4,27.5,2020-07-08T00:00:00Z
2,s41597-020-00698-6,17.7,31.65,2020-10-20T00:00:00Z
3,s41597-020-00694-w,15.6,29.46,2020-10-20T00:00:00Z
4,s41597-020-00699-5,17.8,30.03,2020-10-21T00:00:00Z
5,s41439-020-00111-z,17.9,27.61,2020-08-25T00:00:00Z
6,s41597-020-00619-7,15.9,22.73,2020-08-25T00:00:00Z
7,s41597-020-00617-9,17.8,29.86,2020-08-25T00:00:00Z
8,s41597-020-00707-8,15.4,24.52,2020-10-21T00:00:00Z
9,s41438-020-0334-0,16.6,28.23,2020-07-01T00:00:00Z
10,s41599-020-0506-4,22.4,27.33,2020-06-24T00:00:00Z
11,s41438-020-0327-z,16.5,29.22,2020-07-01T00:00:00Z
12,s41438-020-0325-1,16.1,28.18,2020-07-01T00:00:00Z
13,s41438-020-0320-6,16.8,27.66,2020-07-01T00:00:00Z
14,s41599-020-0507-3,18.1,26.22,2020-07-01T00:00:00Z
15,s41438-020-0323-3,15.6,24.0,2020-07-01T00:00:00Z
16,s41438-020-0328-y,17.4,29.16,2020-07-01T00:00:00Z
17,s41438-020-0330-4,18.5,31.24,2020-07-01T00:00:00Z
18,s41438-020-0335-z,15.4,25.27,2020-07-01T00:00:00Z
19,s41438-020-0326-0,15.9,25.69,2020-07-01T00:00:00Z
20,s41438-020-0333-1,16.0,25.28,2020-07-01T00:00:00Z
21,s41438-020-0319-z,17.2,27.37,2020-07-01T00:00:00Z
22,s41438-020-0321-5,16.3,28.35,2020-07-01T00:00:00Z
23,s41438-020-0317-1,17.0,27.43,2020-07-01T00:00:00Z
24,s41599-020-0508-2,16.6,18.92,2020-06-22T00:00:00Z
25,s41438-020-0324-2,16.2,30.32,2020-07-01T00:00:00Z
26,s41438-020-0329-x,17.5,31.02,2020-07-01T00:00:00Z
27,s41438-020-0331-3,15.9,24.53,2020-07-01T00:00:00Z
28,s41599-020-0498-0,16.8,22.91,2020-06-24T00:00:00Z
29,s41407-020-0474-y,24.5,61.43,2020-11-20T00:00:00Z
30,s41407-020-0472-0,22.4,17.65,2020-11-20T00:00:00Z
0,s41477-020-00842-5,16.3,56.02,2020-12-21T00:00:00Z
1,s41477-020-00838-1,16.3,55.55,2020-12-16T00:00:00Z
2,s41477-020-00839-0,16.3,56.02,2020-12-16T00:00:00Z
3,s41477-020-00837-2,15.1,52.65,2020-12-16T00:00:00Z
4,s41599-020-00658-w,21.2,23.79,2020-12-14T00:00:00Z
5,s41438-020-00449-z,13.6,23.64,2020-12-28T00:00:00Z
6,s41438-020-00451-5,15.6,26.56,2020-12-28T00:00:00Z
7,s41438-020-00442-6,14.6,25.11,2020-12-25T00:00:00Z
8,s41599-020-00633-5,17.1,24.71,2020-11-09T00:00:00Z
9,s41407-020-0485-8,37.5,82.39,2020-11-20T00:00:00Z
10,s41407-020-0489-4,22.5,21.36,2020-11-20T00:00:00Z
11,s41599-020-00676-8,16.1,18.97,2020-12-16T00:00:00Z
12,s41597-020-00771-0,14.7,29.39,2020-12-17T00:00:00Z
13,s41599-020-00674-w,15.2,21.46,2020-12-16T00:00:00Z
14,s41597-020-00769-8,19.3,31.37,2020-12-17T00:00:00Z
15,s41599-020-00662-0,19.9,30.34,2020-12-16T00:00:00Z
16,s41438-020-00439-1,17.8,28.42,2020-12-14T00:00:00Z
17,s41599-020-00667-9,20.2,33.81,2020-12-15T00:00:00Z
18,s41599-020-00677-7,17.8,23.27,2020-12-15T00:00:00Z
19,s41438-020-00399-6,17.6,30.49,2020-11-01T00:00:00Z
20,s41599-020-00653-1,17.0,23.96,2020-12-11T00:00:00Z
21,s41599-020-00659-9,19.6,26.81,2020-12-11T00:00:00Z
22,s41597-020-00773-y,17.3,23.78,2020-12-10T00:00:00Z
23,s41599-020-00660-2,19.9,26.68,2020-12-09T00:00:00Z
24,s41599-020-00665-x,18.6,26.63,2020-12-10T00:00:00Z
25,s41599-020-00656-y,17.4,29.64,2020-12-09T00:00:00Z
26,s41599-020-00668-8,19.8,20.19,2020-12-10T00:00:00Z
27,s41599-020-00661-1,17.8,25.93,2020-12-10T00:00:00Z
28,s41599-020-00666-w,18.0,26.97,2020-12-10T00:00:00Z
29,s41599-020-00669-7,17.8,31.32,2020-12-09T00:00:00Z
30,s41599-020-00671-z,15.2,14.39,2020-12-09T00:00:00Z
31,s41597-020-00770-1,16.8,24.42,2020-12-18T00:00:00Z
32,s41599-020-00663-z,17.7,28.48,2020-12-08T00:00:00Z
0,s41599-020-00593-w,18.3,24.6,2020-09-22T00:00:00Z
1,s41438-020-00391-0,23.9,44.7,2020-09-21T00:00:00Z
2,s41597-020-00745-2,18.4,28.88,2020-11-19T00:00:00Z
3,s41597-020-00755-0,20.2,33.05,2020-11-20T00:00:00Z
4,s41597-020-00748-z,17.6,29.51,2020-11-20T00:00:00Z
5,s41597-020-00750-5,17.1,30.95,2020-11-20T00:00:00Z
6,s41597-020-00749-y,18.0,29.46,2020-11-20T00:00:00Z
7,s41439-020-00121-x,14.0,23.13,2020-10-15T00:00:00Z
8,s41599-020-00591-y,17.9,19.96,2020-09-15T00:00:00Z
9,s41599-020-00582-z,20.0,24.2,2020-09-15T00:00:00Z
10,s41599-020-00583-y,18.5,19.21,2020-09-16T00:00:00Z
11,s41599-020-00588-7,18.6,22.86,2020-09-16T00:00:00Z
12,s41599-020-00590-z,17.7,26.34,2020-09-16T00:00:00Z
13,s41599-020-00589-6,19.2,17.53,2020-09-16T00:00:00Z
14,s41597-020-00717-6,17.0,25.92,2020-11-16T00:00:00Z
15,s41597-020-00743-4,18.4,34.37,2020-11-17T00:00:00Z
16,s41597-020-00691-z,16.3,27.19,2020-10-13T00:00:00Z
17,s41597-020-00696-8,17.3,22.73,2020-10-13T00:00:00Z
18,s41597-020-00731-8,20.2,24.2,2020-11-16T00:00:00Z
19,s41597-020-00687-9,15.4,25.68,2020-10-13T00:00:00Z
20,s41597-020-00685-x,16.3,27.42,2020-10-12T00:00:00Z
21,s41597-020-00664-2,17.2,30.02,2020-10-13T00:00:00Z
22,s41597-020-00695-9,16.5,27.94,2020-10-13T00:00:00Z
23,s41597-020-00686-w,15.1,28.87,2020-10-13T00:00:00Z
24,s41597-020-00726-5,18.3,27.37,2020-11-16T00:00:00Z
25,s41438-020-0270-z,16.1,24.47,2020-04-01T00:00:00Z
26,s41599-020-00575-y,18.9,26.57,2020-09-08T00:00:00Z
27,s41597-020-00637-5,18.7,29.98,2020-09-08T00:00:00Z
28,s41599-020-00580-1,19.6,28.6,2020-09-09T00:00:00Z
29,s41599-020-00566-z,18.4,24.36,2020-09-08T00:00:00Z
30,s41599-020-00578-9,17.7,24.31,2020-09-07T00:00:00Z
31,s41599-020-00571-2,17.4,26.16,2020-09-07T00:00:00Z
32,s41597-020-00638-4,17.6,27.37,2020-09-08T00:00:00Z
0,s41597-020-0352-7,14.5,23.83,2020-01-13T00:00:00Z
1,s41597-020-00587-y,16.6,27.42,2020-07-23T00:00:00Z
2,s41599-020-00592-x,19.6,27.73,2020-09-16T00:00:00Z
3,s41599-020-00600-0,18.9,23.09,2020-09-24T00:00:00Z
4,s41438-020-0263-y,16.9,27.37,2020-04-01T00:00:00Z
5,s41597-020-0534-3,16.7,28.23,2020-07-09T00:00:00Z
6,s41597-020-0562-z,16.8,28.76,2020-07-13T00:00:00Z
7,s41597-020-0559-7,17.4,28.06,2020-07-09T00:00:00Z
8,s41438-020-0279-3,13.6,26.2,2020-04-01T00:00:00Z
9,s41438-020-0261-0,17.7,30.61,2020-04-01T00:00:00Z
10,s41597-020-0560-1,16.1,20.3,2020-07-08T00:00:00Z
11,s41438-020-0267-7,16.2,24.12,2020-04-01T00:00:00Z
12,s41597-020-0566-8,13.6,24.46,2020-07-10T00:00:00Z
13,s41438-020-0274-8,13.2,21.34,2020-04-01T00:00:00Z
14,s41597-020-0569-5,16.8,27.77,2020-07-13T00:00:00Z
15,s41597-020-0520-9,15.9,28.18,2020-07-09T00:00:00Z
16,s41597-020-0556-x,18.3,29.28,2020-07-08T00:00:00Z
17,s41438-020-0264-x,16.1,26.49,2020-04-01T00:00:00Z
18,s41438-020-0271-y,18.0,31.76,2020-04-01T00:00:00Z
19,s41597-020-0561-0,17.4,28.01,2020-07-08T00:00:00Z
20,s41597-020-0519-2,19.6,32.82,2020-07-07T00:00:00Z
21,s41438-020-0268-6,14.7,25.04,2020-04-01T00:00:00Z
22,s41597-020-0567-7,18.5,29.4,2020-07-13T00:00:00Z
23,s41438-020-0275-7,14.8,24.0,2020-04-01T00:00:00Z
24,s41597-020-0554-z,18.1,24.76,2020-07-07T00:00:00Z
25,s41597-020-0574-8,17.5,28.46,2020-07-13T00:00:00Z
26,s41438-020-0262-z,16.2,25.57,2020-04-01T00:00:00Z
27,s41438-020-0259-7,16.9,27.37,2020-04-01T00:00:00Z
28,s41597-020-0558-8,15.9,25.11,2020-07-09T00:00:00Z
29,s41438-020-0260-1,17.0,27.25,2020-04-01T00:00:00Z
30,s41438-020-0266-8,14.3,22.72,2020-04-01T00:00:00Z
0,s41559-020-1124-7,14.9,25.38,2020-03-02T00:00:00Z
1,s41550-020-1023-5,14.2,24.52,2020-03-02T00:00:00Z
2,s41551-020-0526-9,17.0,26.5,2020-03-12T00:00:00Z
3,s41550-020-1014-6,18.4,27.72,2020-03-09T00:00:00Z
4,s41562-020-0835-8,17.6,27.3,2020-03-16T00:00:00Z
5,s41559-020-1137-2,16.2,27.07,2020-03-16T00:00:00Z
6,s41559-020-1275-6,19.2,31.49,2020-07-29T00:00:00Z
7,s41551-020-0527-8,18.2,26.5,2020-03-12T00:00:00Z
8,s41559-020-1130-9,16.9,28.28,2020-03-09T00:00:00Z
9,s41559-020-1133-6,17.2,26.44,2020-03-02T00:00:00Z
10,s41550-020-1147-7,18.3,30.85,2020-07-27T00:00:00Z
11,s41559-020-01317-8,18.6,30.38,2020-09-14T00:00:00Z
12,s41550-020-1136-x,13.5,35.7,2020-06-04T00:00:00Z
13,s41570-020-0218-8,16.4,30.13,2020-09-21T00:00:00Z
14,s41550-020-1134-z,19.0,38.96,2020-06-03T00:00:00Z
15,s41562-020-0888-8,16.7,24.98,2020-06-08T00:00:00Z
16,s41550-020-1120-5,18.7,30.04,2020-06-08T00:00:00Z
17,s41550-020-1135-y,11.3,32.64,2020-06-03T00:00:00Z
18,s41559-020-1246-y,15.9,19.83,2020-06-23T00:00:00Z
19,s41559-020-1175-9,19.0,50.47,2020-03-16T00:00:00Z
20,s41570-020-0209-9,20.2,32.64,2020-08-20T00:00:00Z
21,s41550-020-1074-7,19.8,56.48,2020-03-13T00:00:00Z
22,s41562-020-0847-4,16.9,17.0,2020-03-17T00:00:00Z
23,s41550-020-1058-7,19.8,56.48,2020-03-02T00:00:00Z
24,s41562-020-0838-5,17.6,52.96,2020-03-03T00:00:00Z
25,s41550-020-1078-3,17.4,54.57,2020-03-23T00:00:00Z
26,s41562-020-0917-7,17.7,22.28,2020-07-10T00:00:00Z
27,s41550-020-1009-3,15.4,26.67,2020-02-10T00:00:00Z
28,s41551-019-0510-4,16.5,26.78,2020-02-03T00:00:00Z
29,s41559-020-1111-z,16.5,26.49,2020-02-17T00:00:00Z
30,s41551-019-0506-0,16.3,26.61,2020-02-03T00:00:00Z
31,s41570-020-0208-x,17.6,26.16,2020-07-22T00:00:00Z
32,s41562-020-0822-0,15.7,25.34,2020-02-03T00:00:00Z
0,s41893-020-0541-6,18.8,18.52,2020-05-11T00:00:00Z
1,s41893-020-0471-3,19.6,26.23,2020-01-17T00:00:00Z
2,s41929-020-0431-3,17.5,30.09,2020-03-02T00:00:00Z
3,s41929-020-0432-2,18.5,21.92,2020-02-19T00:00:00Z
4,s42003-020-01240-5,15.1,27.48,2020-09-18T00:00:00Z
5,s42004-020-00377-y,16.1,29.39,2020-09-17T00:00:00Z
6,s42003-020-01427-w,22.2,58.45,2020-11-09T00:00:00Z
7,s42003-020-01248-x,16.3,27.94,2020-09-21T00:00:00Z
8,s42003-020-01231-6,16.7,26.96,2020-09-18T00:00:00Z
9,s41746-020-00329-9,17.6,24.76,2020-09-22T00:00:00Z
10,s42005-020-00429-8,15.8,28.34,2020-09-21T00:00:00Z
11,s42003-020-01253-0,16.2,28.58,2020-09-22T00:00:00Z
12,s42003-020-01241-4,14.7,25.96,2020-09-22T00:00:00Z
13,s42005-020-00427-w,15.7,28.23,2020-09-22T00:00:00Z
14,s42003-020-01246-z,16.5,27.42,2020-09-22T00:00:00Z
15,s42003-020-01249-w,16.5,30.32,2020-09-17T00:00:00Z
16,s42003-020-01447-6,22.2,59.9,2020-11-10T00:00:00Z
17,s41746-020-00328-w,17.7,28.0,2020-09-21T00:00:00Z
18,s42005-020-00432-z,14.7,25.44,2020-09-18T00:00:00Z
19,s42003-020-01242-3,17.7,29.22,2020-09-18T00:00:00Z
20,s42005-020-00430-1,15.9,29.73,2020-09-18T00:00:00Z
21,s42005-020-00435-w,19.1,34.96,2020-09-18T00:00:00Z
22,s42003-020-01127-5,16.2,24.0,2020-09-17T00:00:00Z
23,s42003-020-01254-z,16.4,28.17,2020-09-18T00:00:00Z
24,s42003-020-01245-0,18.3,27.77,2020-09-21T00:00:00Z
25,s41612-020-00142-x,17.6,29.11,2020-09-22T00:00:00Z
26,s42003-020-01198-4,16.5,27.13,2020-09-21T00:00:00Z
27,s42005-020-0289-3,20.4,23.79,2020-01-24T00:00:00Z
28,s42005-020-0280-z,14.3,26.31,2020-01-17T00:00:00Z
29,s42004-020-0259-4,17.4,31.42,2020-01-24T00:00:00Z
30,s42005-020-0284-8,14.8,23.02,2020-01-23T00:00:00Z
0,s41560-020-00703-7,16.0,24.53,2020-09-21T00:00:00Z
1,s41564-020-00791-x,20.0,24.65,2020-09-22T00:00:00Z
2,s41564-020-00796-6,19.8,56.48,2020-09-21T00:00:00Z
3,s41550-020-1206-0,19.1,36.0,2020-09-21T00:00:00Z
4,s41564-020-0724-y,16.1,26.66,2020-05-18T00:00:00Z
5,s41541-020-00258-4,16.7,23.95,2020-11-24T00:00:00Z
6,s41564-019-0634-z,18.9,29.28,2020-02-17T00:00:00Z
7,s41578-020-0227-8,19.3,19.27,2020-07-20T00:00:00Z
8,s41392-020-00407-0,36.3,63.35,2020-11-24T00:00:00Z
9,s41392-020-00408-z,36.3,63.35,2020-11-24T00:00:00Z
10,s41564-020-0782-1,16.3,28.7,2020-09-07T00:00:00Z
11,s41560-020-00691-8,12.7,48.3,2020-09-14T00:00:00Z
12,s41535-020-00264-8,17.6,30.55,2020-09-07T00:00:00Z
13,s41539-020-00077-1,15.8,25.34,2020-12-04T00:00:00Z
14,s41578-020-00259-8,18.4,26.44,2020-10-20T00:00:00Z
15,s41525-020-00160-x,17.8,29.62,2020-12-04T00:00:00Z
16,s41560-020-00685-6,19.6,31.08,2020-08-31T00:00:00Z
17,s41535-020-00288-0,14.9,24.4,2020-11-19T00:00:00Z
18,s41536-020-00101-3,17.6,27.6,2020-11-20T00:00:00Z
19,s41525-020-00157-6,16.7,27.83,2020-11-19T00:00:00Z
20,s41541-020-00252-w,17.5,27.37,2020-11-18T00:00:00Z
21,s41564-020-0692-2,16.9,31.47,2020-03-26T00:00:00Z
22,s41560-020-00690-9,14.2,17.87,2020-09-09T00:00:00Z
23,s41541-020-00226-y,18.7,34.21,2020-09-02T00:00:00Z
24,s41392-020-00301-9,18.5,33.11,2020-09-02T00:00:00Z
25,s41559-020-01343-6,22.2,31.85,2020-11-02T00:00:00Z
26,s41564-020-00818-3,17.6,18.74,2020-11-02T00:00:00Z
27,s41550-020-1179-z,18.1,31.54,2020-09-21T00:00:00Z
28,s41564-020-0777-y,18.7,34.96,2020-08-24T00:00:00Z
29,s41560-020-00689-2,23.3,39.78,2020-08-31T00:00:00Z
30,s41560-020-0575-z,16.0,27.94,2020-03-09T00:00:00Z
31,s41560-020-0632-7,15.7,24.06,2020-06-29T00:00:00Z
0,s41550-020-1108-1,19.2,31.61,2020-05-14T00:00:00Z
1,s41570-020-0213-0,14.7,26.08,2020-09-14T00:00:00Z
2,s41551-020-0562-5,21.0,57.47,2020-05-07T00:00:00Z
3,s41562-020-0883-0,16.5,80.02,2020-05-11T00:00:00Z
4,s41550-020-1114-3,18.2,29.57,2020-05-25T00:00:00Z
5,s41562-020-0876-z,21.0,67.23,2020-05-04T00:00:00Z
6,s41550-020-1102-7,22.5,37.99,2020-05-25T00:00:00Z
7,s41550-020-1121-4,12.3,35.12,2020-05-14T00:00:00Z
8,s41570-020-0194-z,15.2,16.65,2020-05-19T00:00:00Z
9,s41550-020-1112-5,25.7,103.87,2020-05-06T00:00:00Z
10,s41570-020-0214-z,23.8,20.32,2020-08-05T00:00:00Z
11,s41550-020-1047-x,23.7,52.0,2020-02-25T00:00:00Z
